0,0,0.001953
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0.000005
16,0,0.000003
17,0,0.000003
18,0,0.000003
19,0.000027,0
20,0.000069,0.000013
21,0.000164,0.000013
22,0.00029,0.000036
23,0.000507,0.000092
24,0.000618,0.000145
25,0.000881,0.000168
26,0.001083,0.000394
27,0.001472,0.00042
28,0.001911,0.000376
29,0.002247,0.000254
30,0.002998,0.000206
31,0.003624,0.000333
32,0.003796,0.000249
33,0.004848,0.000336
34,0.005581,0.00044
35,0.00613,0.000613
36,0.006733,0.000671
37,0.007107,0.000793
38,0.007706,0.001287
39,0.007587,0.001539
40,0.007801,0.00163
41,0.008049,0.001391
42,0.007931,0.002462
43,0.007656,0.002403
44,0.007469,0.002225
45,0.007004,0.001775
46,0.006718,0.002434
47,0.006496,0.002625
48,0.006172,0.003759
49,0.005543,0.003077
50,0.005257,0.005394
51,0.004768,0.006368
52,0.004707,0.005035
53,0.003941,0.005684
54,0.003857,0.007825
55,0.003666,0.009755
56,0.003666,0.006643
57,0.003147,0.008303
58,0.003437,0.011233
59,0.003151,0.012474
60,0.003067,0.006795
61,0.003319,0.01136
62,0.003365,0.008392
63,0.003235,0.008113
64,0.003197,0.009125
65,0.003651,0.008751
66,0.003304,0.007815
67,0.003395,0.008817
68,0.003525,0.008163
69,0.00354,0.008443
70,0.00359,0.008003
71,0.003525,0.008105
72,0.003487,0.00809
73,0.003769,0.00828
74,0.003448,0.007347
75,0.003677,0.00887
76,0.003723,0.008667
77,0.003838,0.009471
78,0.003963,0.009056
79,0.004284,0.01005
80,0.004345,0.009476
81,0.004501,0.009939
82,0.004517,0.009672
83,0.005119,0.010623
84,0.005333,0.010971
85,0.005684,0.011276
86,0.006332,0.011386
87,0.006771,0.01311
88,0.007217,0.014168
89,0.007809,0.012853
90,0.007389,0.011286
91,0.007141,0.016017
92,0.006954,0.012049
93,0.006958,0.013102
94,0.006809,0.01062
95,0.006371,0.01339
96,0.006332,0.011943
97,0.005886,0.009692
98,0.005745,0.010991
99,0.005562,0.010424
100,0.005161,0.009903
101,0.005226,0.008425
102,0.005043,0.00961
103,0.00539,0.00884
104,0.005341,0.009059
105,0.005203,0.008237
106,0.005245,0.009326
107,0.005375,0.008738
108,0.005577,0.00856
109,0.005909,0.008362
110,0.005871,0.008197
111,0.006031,0.009046
112,0.006947,0.007146
113,0.007164,0.007411
114,0.007313,0.007599
115,0.008221,0.006561
116,0.008331,0.005292
117,0.008404,0.005676
118,0.00864,0.005994
119,0.008751,0.005775
120,0.008652,0.005984
121,0.008018,0.006287
122,0.008026,0.00635
123,0.00808,0.006513
124,0.00729,0.006246
125,0.006775,0.005603
126,0.007149,0.00631
127,0.007084,0.00577
128,0.00695,0.004763
129,0.007389,0.006111
130,0.007236,0.005582
131,0.007164,0.004585
132,0.007679,0.004555
133,0.007942,0.005402
134,0.008102,0.005142
135,0.008369,0.005142
136,0.008011,0.004651
137,0.008099,0.005147
138,0.008053,0.00469
139,0.007999,0.004977
140,0.007866,0.004267
141,0.007843,0.003906
142,0.007442,0.003286
143,0.008183,0.003408
144,0.008373,0.002792
145,0.008602,0.00266
146,0.008865,0.002769
147,0.009361,0.002225
148,0.009335,0.002218
149,0.009525,0.00222
150,0.009315,0.002182
151,0.009178,0.002134
152,0.008385,0.002093
153,0.007687,0.002154
154,0.00724,0.002129
155,0.006828,0.0019
156,0.00626,0.002098
157,0.005955,0.002215
158,0.005314,0.002037
159,0.005119,0.00179
160,0.004948,0.001882
161,0.0047,0.00194
162,0.004433,0.001742
163,0.004066,0.001689
164,0.004364,0.001831
165,0.004166,0.001859
166,0.004269,0.001752
167,0.004524,0.00165
168,0.004318,0.001831
169,0.004074,0.001862
170,0.004021,0.001877
171,0.004105,0.001882
172,0.003971,0.001991
173,0.003605,0.002083
174,0.003254,0.002065
175,0.003033,0.00237
176,0.002804,0.002586
177,0.002472,0.002309
178,0.002563,0.002457
179,0.002159,0.002396
180,0.00219,0.002731
181,0.002106,0.002739
182,0.002224,0.002726
183,0.002285,0.002843
184,0.002262,0.002586
185,0.002285,0.002945
186,0.002441,0.002813
187,0.002514,0.002764
188,0.002922,0.002604
189,0.002941,0.003072
190,0.003166,0.003001
191,0.003353,0.003268
192,0.003437,0.003199
193,0.003395,0.00354
194,0.003349,0.003354
195,0.00322,0.003181
196,0.002991,0.002922
197,0.003006,0.003276
198,0.003132,0.003113
199,0.003315,0.002881
200,0.002953,0.002782
201,0.003239,0.002413
202,0.003052,0.002818
203,0.003239,0.002167
204,0.003571,0.00224
205,0.003784,0.001956
206,0.003925,0.002055
207,0.003677,0.001808
208,0.003613,0.001801
209,0.003693,0.001465
210,0.00325,0.001775
211,0.003387,0.001625
212,0.002739,0.001673
213,0.002293,0.001417
214,0.001774,0.001582
215,0.001598,0.001353
216,0.001328,0.00149
217,0.001316,0.001361
218,0.000984,0.001422
219,0.000896,0.001236
220,0.000771,0.001328
221,0.000629,0.001221
222,0.000648,0.001053
223,0.000496,0.001325
224,0.000324,0.001284
225,0.000298,0.001165
226,0.000221,0.001025
227,0.000183,0.001185
228,0.00013,0.000936
229,0.000057,0.000944
230,0.000065,0.000959
231,0.000023,0.001005
232,0.000019,0.000849
233,0.000027,0.000633
234,0.000015,0.00071
235,0,0.000689
236,0.000004,0.000743
237,0,0.000626
238,0.000004,0.000646
239,0,0.000674
240,0,0.000593
241,0,0.000557
242,0.000004,0.000427
243,0.000004,0.000404
244,0,0.000425
245,0.000004,0.000422
246,0.000004,0.000333
247,0,0.000305
248,0,0.0003
249,0,0.0003
250,0,0.000285
251,0,0.000313
252,0,0.000231
253,0,0.000346
254,0,0.000938
255,0,0.003179
